"Max Planck Institute for Biology and Ageing,50.925294,6.919318"
"Lancaster University, Lancaster, UK,54.010394,-2.787729"
"Stanford University, Stanford CA,37.427475,-122.169719"
"University of Texas, Austin TX,30.284919,-97.734057"
"Ben Gurion University, Beer Sheva, Israe,31.262218,34.801461"
"Amherst College, Amherst MA,42.37091,-72.517003"
"International Institute of Molecular and Cell Biology in Warsaw, Warsaw, Poland,52.206558,20.978919"
"Waksman Institute, Piscataway NJ,40.522651,-74.471659"
"Harvard University, Cambridge, MA,42.377003,-71.11666"
"Massachusetts General Hospital, Charlestown, MA,42.377102,-71.064336"
"ETH Zurich, Zurich, Switzerland,47.390059,8.516325"
"East Virginia Medical School, Norfolk VA,36.860402,-76.303605"
"Ohio State University, Wooster, OH,40.775025,-81.923104"
"Cleveland State University, Cleveland OH,41.502497,-81.674718"
"NCI, Frederick MD,39.43668,-77.434774"
"University of Wisconsin, Milwaukee W,43.078263,-87.881969"
"Salk Institute, La Jolla CA,32.887392,-117.245343"
"Fairfield University, Fairfield CT, USA.,41.158764,-73.257362"
"Johns Hopkins University, Baltimore, MD,39.329901,-76.620518"
"Boston University School of Medicine, Boston, MA,42.336126,-71.072135"
"University of Pittsburgh, Pittsburgh PA,40.444353,-79.960835"
"UMDNJ, Piscataway NJ,40.525633,-74.47058"
"University of Zurich, Zurich, Switzerland,47.374322,8.550981"
"Uppsala University, Uppsala, Sweden,59.8509,17.630009"
"Northwestern University, Chicago IL,42.056459,-87.675267"
"University of Delaware, Newark, DE,39.67795,-75.750611"
"Concordia University, Montreal, Canada,45.458111,-73.640284"
"Catholic Univ of America, Washington DC,38.936881,-76.998692"
"University of Sydney, Sydney, Australia,-33.888584,151.187347"
"St. Catherine University, St. Paul, MN,44.925308,-93.182822"
"University of Potsdam,Institute for Biochemistry and Biology, Karl-Liebknecht-Str. 24 - 25, Haus 26, 14476 Golm, GERMANY.,FAILED,FAILED"
"University of Illinois, Chicago IL,41.870645,-87.650975"
"University of Texas Health Science Center, TX,29.703418,-95.403045"
"Technion-IIT, Haifa, Israel,32.776778,35.023127"
"University of Toronto, Ontario, Canada,43.662892,-79.395656"
"Northwestern University, Evanston IL,42.056459,-87.675267"
"University of Oxford, Oxford, England,51.754816,-1.254367"
"University of Liverpool, Liverpool, UK,53.405936,-2.965572"
"Southwestern Oklahoma State University, OK,35.53555,-98.707797"
"University of Maryland, College Park MD,38.986918,-76.942554"
"Princeton University, Princeton, NJ,40.343989,-74.651448"
"Suffolk University, Boston, MA,42.358521,-71.061356"
"Centre for Genomic Regulation (CRG), Barcelona, Spain,41.385379,2.194052"
"University of Haifa at Oranim, Tivon, Israel,32.711224,35.109579"
"Baylor College of Medicine, Houston TX,29.710529,-95.396241"
"LBMC-ENS Lyon, France,FAILED,FAILED"
"University of Toronto, Toronto, Ontario, Canada,43.784127,-79.186846"
"Universidad Catolica de Chile, Santiago, Chile,-33.441128,-70.640793"
"MDIBL, Salisbury Cove ME,44.432094,-68.290329"
"Okazaki Institute for Integrative Science, Okazaki, Aichi, Japan,34.948856,137.164726"
"University of Fribourg, Fribourg, Switzerland,46.806357,7.152006"
"University of Sydney, Camperdown, Australia,-33.888584,151.187347"
"Whitworth University, Spokane, WA,47.754873,-117.417862"
"University of Oxford, Oxford, England,51.754816,-1.254367"
"University of Warwick, Coventry, UK,52.379253,-1.56147"
"University of Rochester Medical Center, Rochester, NY,43.12305,-77.62694"
"MRC-LMB, Cambridge, England,52.175121,0.13328"
"FHCRC, Seattle WA,47.627263,-122.331486"
"UCLA, Los Angeles CA,34.068921,-118.445181"
"University of Washington, Seattle, WA,47.655335,-122.30352"
"Fundacion Instituto Leloir, Buenos Aires, Argentina,-34.604282,-58.434145"
"University of Toronto, Canada,43.662892,-79.395656"
"NC State University, Raleigh, NC,35.784663,-78.682095"
"Worcester Polytechnic Institute, Worcester MA,42.274637,-71.806339"
"The Ohio State University, Columbus, OH,40.014191,-83.030914"
"University of Sheffield, Sheffield, England,53.380941,-1.487947"
"Ohio University, Athens OH,39.324358,-82.101389"
"Kennesaw State University, Kennesaw, GA,34.038078,-84.581572"
"Karolinska Institute, Stockholm, Sweden,59.348148,18.023658"
"Massachusetts General Hospital, Boston MA,42.363176,-71.06883"
"MD Anderson Cancer Research Center, Houston TX,29.707196,-95.39669"
"Swiss Federal Institute of Technology, Lausanne, Switzerland,46.519056,6.566758"
"Stanford University, Stanford CA,37.427475,-122.169719"
"AVB BioPharma, Corvallis OR,44.551782,-123.303708"
"Illinois State University, Illinois, IL,40.512283,-88.99467"
"University of Rochester, Rochester N,43.130553,-77.626003"
"University of Oxford, Oxford, England,51.754816,-1.254367"
"University of California, San Francisco CA,37.785479,-122.440162"
"University of Toronto, Ontario, Canada,43.662892,-79.395656"
"MRC-LMB, Cambridge, England,52.175121,0.13328"
"Duke University, Durham NC,36.001426,-78.938229"
"St Lawrence University, Canton NY,44.589212,-75.160881"
"University of Chicago, Midway IL,41.788608,-87.598713"
"University of Arizona, Tucson AZ,32.231885,-110.950109"
"IISER, Mohali, India,30.664953,76.730042"
"Brigham Young Univ, Provo UT,40.251844,-111.649316"
"MRC Toxicology Unit,Hodgkin Building,University of Leicester, Lancaster Road 138, Leicester LE19HN (UK),52.624157,-1.125708"
"University College, London, UK,51.524559,-0.13404"
"Max Delbruck Center, Berlin, Germany,52.625299,13.50228"
"Harvard Medical School, Boston MA,42.335635,-71.104179"
"University of Utah, Salt Lake City UT,40.764937,-111.842102"
"Fujian Academy of Agricultural Sciences, Fujian, China,26.102895,119.306977"
"Simon Fraser University, Vancouver, B.C.,49.284542,-123.111646"
"CRG, Barcelona, Spain,41.385379,2.194052"
"Universitaet Wrzburg, Wuerzburg, Germany,49.783008,9.970846"
"University of Tokyo, Tokyo, Japan,35.712678,139.761989"
"University of California, Santa Cruz CA,36.991474,-122.058297"
"Pharmacology Department,University of Michigan,1150 W. Medical Center Dr.1301D MSRB III,Ann Arbor, MI 48109. USA.,FAILED,FAILED"
"University of Antwerp, Antwerp, Belgium,51.22281,4.410232"
"Eugene   Hubrecht Institute,Uppsalalaan 8, 3584 CT, Utrecht, The Netherlands.,FAILED,FAILED"
"University of Paris, Orsay, France,48.697685,2.176484"
"Tel Aviv University, Tel Aviv, Israel,32.113314,34.804388"
"University of Wisconsin, Madison WI,43.076592,-89.412487"
"Simon Fraser University, Vancouver, B.C.,49.284542,-123.111646"
"University of California, Santa Cruz CA,36.991474,-122.058297"
"Baylor College of Medicine, Houston, TX,29.710529,-95.396241"
"Institute of Cancer Biology, Copenhagen, Denmark,55.70262,12.58634"
"Johannes Gutenberg Univ, Mainz, Germany,49.99264,8.241555"
"University of North Dakota, Grand Forks ND,47.922891,-97.076801"
"FHCRC, Seattle WA,47.627263,-122.331486"
"University of Cologne, Cologne, Germany,50.928163,6.928819"
"University of Kansas, Lawrence KS,38.954344,-95.255796"
"University of Colorado, Denver CO,39.74639,-105.002332"
"University of Miami, Miami FL,33136. USA,25.79103,-80.210593"
"Hangzhou Normal University, Hang'zhou, China,30.289532,120.009886"
"Boston Biomedical Research Institute,Boston MA,42.361366,-71.097466"
"Centro Andaluz de Biologia del Desarrollo - CABD, Sevilla, Spain,37.35912,-5.938297"
"University of Sussex, Brighton, UK,50.86709,-0.087914"
"Dept Bioengineering, Univ. California -San Diego,417 Powell-Focht Bioengineering Hall,9500 Gilman Drive, La Jolla,CA 92093-0412,USA.,FAILED,FAILED"
"Utrecht University, Utrecht, The Netherlands,52.090153,5.122602"
"Technion IIT, Haifa, Israel,32.776778,35.023127"
"Vanderbilt University School of Medicine,36.144295,-86.800927"
"Bioinf. and Mol. Genetics, Freiburg, Germany,FAILED,FAILED"
"Academica Sinica, Taipei, Taiwan,25.042185,121.614548"
"BRFAA, Athens, Greece.,37.991867,23.78188"
"Washington University, St. Louis MO,38.64879,-90.310796"
"Naturhistorikiska Riksmuseet, Stockholm, Sweden,59.368803,18.0534"
"University of Maryland, Baltimore MD,39.289213,-76.624976"
"National Chiao Tung University, Hsinchu, Taiwan,24.789067,120.999263"
"University of Iowa, Iowa City IA,41.662696,-91.5549"
"Baylor University, Waco TX,31.549701,-97.114305"
"Sloan-Kettering Institute, New York,40.764101,-73.955984"
"University of Colorado, Boulder CO,40.007581,-105.265942"
"Baldwin Wallace University, Berea, OH,41.371117,-81.847809"
"Washington State University, Pullman WA,46.731923,-117.154212"
"Monash University, Clayton, Victoria, Australia,-37.910524,145.136218"
"Florida Atlantic University,26.373528,-80.102218"
"Brigham Young University, Provo UT,40.251844,-111.649316"
"University of California, San Francisco CA,37.785479,-122.440162"
"Lawrence Berkeley National Lab, Berkeley CA,37.875928,-122.250027"
"National Inst of Genetics, Mishima, Japan,35.117811,138.938491"
"University of Oxford, Oxford, England,51.754816,-1.254367"
"Middlebury College, Middlebury VT,44.00826,-73.177315"
"University of Nottingham, Derby England,52.938636,-1.195158"
"Zhejiang University, Hangzhou, China,30.263944,120.123279"
"Coastal Carolina University, Conway, SC,33.794966,-79.01173"
"Axys Pharmaceuticals, South San Francisco CA,37.670197,-122.388521"
"Purdue University, West Lafayette IN,40.423705,-86.921195"
"Exelixis Pharmaceuticals, San Francisco CA,37.653918,-122.399583"
"University of Sasckatchewan, Saskatoon, Canada,52.1334,-106.631358"
"Fondacion IDIBELL, Barcelona, Spain,41.345192,2.110296"
"University of Sao Paulo, Sao Paulo, Brazil,-23.59166,-46.649046"
"Calico Life Sciences, South San Francisco, CA,37.664701,-122.393077"
"University of Florida, Gainsville, FL,29.643633,-82.35493"
"UCLA, Los Angeles CA,34.068921,-118.445181"
"King Abdullah University of Science and Technology, Jeddah, Saudi Arabia,22.309465,39.104697"
"Texas A&M University, College Station TX,30.618531,-96.336499"
"CGC, University of Minnesota, MN,44.97399,-93.227729"
"Northwestern University, Chicago IL,42.056459,-87.675267"
"Children's Hospital Boston, Boston MA,42.337667,-71.105286"
"State University of New York, Oswego NY,43.451429,-76.544317"
"University College London, London UK,51.524559,-0.13404"
"The UT Health Science Center at San Antonio, San Antonio, TX,29.507465,-98.575352"
"FMLS, Frankfurt, Germany,49.623572,8.757053"
"Penn State University, University Park, PA,40.798213,-77.859908"
"University of Washington, Seattle WA,47.655335,-122.30352"
"University of Colorado, Boulder CO,40.007581,-105.265942"
"University of Pittsburgh, Pittsburgh, PA,40.444353,-79.960835"
"University of Glasgow, Glasgow, UK,55.872121,-4.288201"
"Western Washington University, WA,48.734288,-122.486611"
"National Taiwan University, Taipei, Taiwan,25.017341,121.539752"
"Ohio State University, Columbus OH,40.014191,-83.030914"
"University of Cambridge, UK,52.204267,0.114908"
"University of Massachusetts Medical School, Worcester MA,42.277248,-71.761071"
"Georgia State University, Atlanta GA,33.753068,-84.385282"
"University of British Columbia, Vancouver, Canada,49.260605,-123.245994"
"Siena College, Loudonville, NY,42.718452,-73.752195"
"Zentrum fr Molekulare Biologie der Universitaet Heidelberg, Heidelberg, Germany,49.415168,8.672108"
"UC Irvine, CA 92697-2300 USA,33.646834,-117.838073"
"Knudra Tech, Salt Lake City UT,40.658311,-111.902489"
"University of Maryland, College Park MD,38.986918,-76.942554"
"Princeton University, Princeton NJ,40.343989,-74.651448"
"University of Pavia, Pavia, Italy,45.186716,9.156104"
"Princeton University, Princeton NJ,40.343989,-74.651448"
"Albert Einstein College of Medicine, Bronx NY,40.852145,-73.844394"
"Osaka University, Osaka, Japan,34.822014,135.524468"
"Departamento de Genetica,Edificio C-5 Gregor Mendel, 1 Planta, Campus de Rabanales, Universidad de Cordoba,14071 Cordoba. Spain,FAILED,FAILED"
"Queens College/CUNY, Flushing NY,40.737974,-73.817239"
"Central South University, Changsha, China,28.16437,112.93251"
"Rutgers University, Piscataway NJ,40.500819,-74.447399"
"Harvard University, Boston, MA,42.377003,-71.11666"
"King's College London, London UK,51.511486,-0.115997"
"University of Colorado, Boulder CO,40.007581,-105.265942"
"Charles University, Prague, Czech Republic,50.087111,14.423489"
"Harvard Medical School, Cambrige MA,42.335635,-71.104179"
"California State University Northridge, Northridge CA,34.241037,-118.527674"
"Case Western Reserve University, Cleveland OH,41.504341,-81.608384"
"University of California, San Francisco CA,37.785479,-122.440162"
"National Institute on Aging, Baltimore MD,39.292735,-76.549095"
"Cornell University; Ithaca NY, United States of America,42.453449,-76.473503"
"University of California, San Diego, CA,32.88006,-117.234013"
"VCU, Richmond VA,37.54884,-77.452727"
"Universite de Fribourg, Fribourg, Switzerland,46.806357,7.152006"
"University of Buenos Aires, Argentina,-34.599887,-58.373069"
"Max Perutz Laboratories, Vienna, Austria,48.188564,16.400818"
"University of Otago, Dunedin, New Zealand,-45.864683,170.514423"
"North Carolina State University, Raleigh NC,35.784663,-78.682095"
"University of California, San Francisco, CA,37.785479,-122.440162"
"DZNE, Tuebingen, Germany,48.532031,9.041153"
"Nanjing University, Nanjing, China,32.056839,118.77896"
"Daniel Yale University, New Haven CT,41.302161,-72.936202"
"Illinois State University, Normal IL,40.512283,-88.99467"
"St. John Fisher College, Rochester NY,43.115372,-77.511511"
"National Institutes of Health, Bethesda, MD,39.002344,-77.100911"
"The University of Nottingham, Nottingham, UK,52.938636,-1.195158"
"Mt Sinai Hosp. Res. Inst., Toronto, Canada,43.657707,-79.389952"
"Midwestern University, Glendale AZ,33.663636,-112.183099"
"New York University, New York NY,40.729513,-73.996461"
"University of Minnesota, Minneapolis, MN,44.97399,-93.227729"
"Columbia University, New York NY,40.807536,-73.962573"
"University of Hertfordshire, Hatfield, Hertfordshire, UK,51.761756,-0.2468"
"Divergence Inc, St. Louis, MO,38.675963,-90.394855"
"UT Southwestern Med Ctr, Dallas TX,32.81566,-96.843989"
"The Colorado College, Colorado Springs, CO,38.846594,-104.824394"
"Harvard University, Cambridge MA,42.377003,-71.11666"
"East Carolina University, NC,35.605511,-77.364565"
"NAIST, Tsukuba, Japan,FAILED,FAILED"
"National Institute of Genetics, Mishima, Japan,35.117811,138.938491"
"Novartis Institutes for Biological Research, Cambridge MA,42.361366,-71.097466"
"University of Washington, Seattle WA,47.655335,-122.30352"
"University of Oregon, Eugene, OR,44.044687,-123.073842"
"University of British Columbia, Vancouver B.C., Canada,49.260605,-123.245994"
"George Washington University, Washington DC,38.899715,-77.048599"
"Syracuse University, Syracuse, NY,43.039153,-76.135116"
"UCSF, San Francisco, CA,37.762312,-122.457699"
"Dept. of Biology,38.988898,-76.942628"
" UCSF, San Francisco CA,37.762312,-122.457699"
"University of Alberta, Edmonton, Canada,53.523219,-113.526319"
"Whitehead Institute for Biomedical Research, Cambridge, MA,42.36342,-71.089366"
"CRBM/CNRS, Montpellier, France,43.638653,3.865048"
"California State University, Hayward CA,37.656715,-122.056824"
"Duke University, Durham NC,36.001426,-78.938229"
"University of British Columbia, Vancouver, Canada,49.260605,-123.245994"
"University of Goettingen, Goettingen, Germany,51.540812,9.9374"
"University of Utah, Salt Lake City UT,40.764937,-111.842102"
"College of William & Mary, Williamsburg VA,37.271674,-76.713378"
"Synergen, Boulder CO,40.036231,-105.224083"
"University of Minnesota, Minneapolis MN,44.97399,-93.227729"
"IECB (Bordeaux), Pessac, France,44.803301,-0.61124"
"Mount Desert Island Biological Laboratory, ME ,44.432094,-68.290329"
"Texas A&M Health Science Center, Houston TX,29.705787,-95.407127"
"CECAD-University of Colongne, Cologne, Germany,50.928163,6.928819"
"ICRF Clare Hall, South Mimms, UK,51.688706,-0.237641"
"Colorado State University, Fort Collins CO,40.573436,-105.086547"
"SUNY-UMU, Syracuse NY,43.040289,-76.139041"
"Ohio Wesleyan University, Delaware OH,40.296479,-83.069306"
"McMaster University, Hamilton, Canada,43.260879,-79.919225"
"Erciyes University, Kayseri, Turkey,38.707322,35.530201"
"University of Minnesota, Minneapolis MN,44.97399,-93.227729"
"LSUMC, Shreveport LA,32.480987,-93.761379"
"Pharmacogenomics Section, Molecular Pharmacology Labs, Departments of Neurology and Psychiatry, Mailman Research Center, McLean Hospital/Harvard Medical School, 115 Mill St. Belmont, MA 02478, USA.,FAILED,FAILED"
"Florida Institute of Technology, Melbourne, FL,28.064689,-80.623022"
"UCLA, Los Angeles CA,34.068921,-118.445181"
"University of the South, Sewanee, TN,35.20518,-85.917661"
"Albert Einstein College of Medicine, Bronx NY,40.852145,-73.844394"
"University of Gottingen, Gottingen, Germany,51.540812,9.9374"
"Northwestern University, Evanston IL,42.056459,-87.675267"
"University of Glasgow, Glasgow, Scotland,55.872121,-4.288201"
"Institute of Evolutionary Biology, University of Edinburgh, Edinburgh, UK,55.944516,-3.189241"
"University Autonomous of Barcelona, Barcelona, Spain,41.501926,2.104854"
"University of Pennsylvania, Philadelphia PA,39.952219,-75.193214"
"Pomona College, Claremont, CA,34.097743,-117.711803"
"Institut de Biologie de l'Ecole Normale Superieure, Paris, France,48.842206,2.345169"
"University of Chicago, Chicago IL,41.788608,-87.598713"
"University College London, London, England,51.524559,-0.13404"
"University of Utah, Salt Lake City UT,40.764937,-111.842102"
"Dartmouth College, Hanover, NH,43.704441,-72.288694"
"University of Minnesota, St. Paul MN,44.97399,-93.227729"
"Hebrew University, Jerusalem, Israel,31.794558,35.241401"
"Ludwig-Maximilians-University, Munich, Germany,48.150919,11.579861"
"VU University Amsterdam, Amsterdam, The Netherlands,52.333757,4.86572"
"Indiana University, Bloomington, IN,39.17457,-86.512946"
"Columbia University, New York NY,40.807536,-73.962573"
"University of Michigan, Ann Arbor MI,42.278044,-83.738224"
"Osaka City Inoversity, Osaka, Japan,34.590581,135.505031"
"Syracuse University, Syracuse NY,43.039153,-76.135116"
"University of Pittsburgh, Pittsburgh, PA,40.444353,-79.960835"
"Albert Einstein College of Medicine, Bronx NY,40.852145,-73.844394"
"Fairleigh Dickinson University,Department of Biology, 285 Madison Ave, M-SB1-01 Madison, NJ  07940, USA,FAILED,FAILED"
"Universite Claude Bernard Lyon 1, Lyon, France,45.778873,4.867961"
"University of Zurich, Zurich, SPAIN,41.386608,2.16402"
"Elixir Pharmaceuticals, Cambridge MA,42.362051,-71.113315"
"ARS USDA, Beltsville MD,39.02549,-76.92398"
"University of Michigan, Ann Arbor MI,42.278044,-83.738224"
"Georgia State University, Atlanta GA,33.753068,-84.385282"
"New York University, NY,40.729513,-73.996461"
"Harvard  University, Cambridge MA,42.377003,-71.11666"
"Biological Sciences, UCSD, San Diego CA,32.875907,-117.242199"
"University of Cologne, Germany,50.928163,6.928819"
"University of Alabama, Birmingham AL,33.502123,-86.806445"
"University of Georgia, Athens GA,33.948005,-83.377322"
"University of Oregon, Eugene OR,44.04483,-123.072606"
"Martin-Luther-University Halle-Wittenberg, Halle (Saale), Germany,51.486132,11.969532"
"Hebrew University of Jerusalem, Jerusalem, Israel,31.794558,35.241401"
"University of Kansas, Lawrence, KS,38.954344,-95.255796"
"UMBC, Baltimore, MD,39.255613,-76.710975"
"Baylor College of Medicine, Houston TX,29.710529,-95.396241"
"MPI Molecular Genetics, Berlin, Germany,52.444311,13.273748"
"McGill University, Montreal, Canada,45.504785,-73.577151"
"Harvard Medical School, Boston, MA,42.335635,-71.104179"
"University of Basel, Switzerland,47.560253,7.5826"
"Central Washington University, Ellensburg WA,47.008885,-120.535806"
"Centre de Recherche de l'Hpital Maisonneuve-Rosemont, Montreal, Canada,45.573742,-73.559823"
"University of Geneva, Geneva, Switzerland,46.199444,6.145116"
"University of Birmingham, Birmingham, UK,52.450817,-1.930513"
"University of Connecticut, Farmington CT,41.730743,-72.790478"
"Cornell University, Ithaca NY,42.453449,-76.473503"
"McGill University, Montreal, Canada,45.504785,-73.577151"
"Fudan University Institutes of Brain Science, Shanghai, China,31.196764,121.451928"
"Rutgers University, Piscataway, NJ,40.500819,-74.447399"
"University of South Denmark, Odense, Denmark,55.370675,10.428067"
"University of Kiel, Kiel, Germany,54.346055,10.114702"
